#{"t_start": 1743315575.9584656, "env_id": "None"}
r,l,t,reward,mastery_gain,engagement,cog_load,motivation,eff_difficulty,miscon_formed,miscon_cleared
-56.095517,250,70.751909,-0.2650720466512261,0.002151054354632263,-0.07116264,0.98,0.2,0.39706534,False,False
-1.53101,250,73.670253,-0.37519791898688576,0.0041917496078092056,-0.07158169,0.98,0.2,0.69607073,False,False
1927.065687,250,76.531003,12.133044250857063,0.24293758147887842,1.0927442,0.05,0.99,0.35312337,False,False
17.464701,250,79.347308,-0.661936183630192,0.0010760564542062329,0.00044173002,0.98,0.2,0.59683716,False,False
232.437538,250,82.11529,-0.4846921285612788,0.0031687510146802757,-0.04151599,0.98,0.2,0.1970456,False,False
83.256715,250,85.197176,-0.03194899424907524,0.0014089493419236028,-0.0013415366,0.98,0.2,0.097032055,False,False
591.384448,250,88.170382,-2.848784066905798,0.0008869190251261296,-0.0035224855,0.98,0.2,0.19703552,True,False
36.682443,250,91.36603,-0.0703691728672923,0.0010442739752699111,-0.011466876,0.98,0.2,0.39701423,False,False
1681.17622,250,176.646011,10.149688196447551,0.20418713493758558,1.1922145,0.05551072,0.99,0.5518876,False,False
1620.009215,250,180.271788,9.901809934831062,0.20167037722659906,1.1997201,0.0758739,0.99,0.69608206,False,False
219.074457,250,183.815947,-0.44631088197691593,1.0141687301128408e-05,-0.074047536,0.98,0.2,0.5970497,False,False
68.035138,250,187.184749,-0.42909870463534416,0.004869553401783263,-0.060848877,0.98,0.2,0.3970063,False,False
828.112094,250,190.73463,3.435978447777781,0.07379905752800597,1.1601994,0.05406389,0.99,0.273737,False,False
210.89769,250,194.300975,-0.6524282161899218,5.5373394771797656e-05,-0.041581795,0.98,0.2,0.3970002,False,False
-103.672441,250,198.136419,-2.895024576641354,7.91372225218631e-06,-0.0011653155,0.98,0.2,0.4970917,True,False
-104.524689,250,201.857955,-0.36787895114410707,0.0008664827451728214,0.0050167143,0.98,0.2,0.49692923,False,False
-30.041817,250,285.836132,-0.3551626859693865,0.0013483578176515492,-0.00085519254,0.98,0.2,0.39701143,False,False
