#{"t_start": 1743315635.1135173, "env_id": "None"}
r,l,t,reward,mastery_gain,engagement,cog_load,motivation,eff_difficulty,miscon_formed,miscon_cleared
-56.34057,250,11.601387,-0.2868000908535075,0.0012611273676080472,-0.061738983,0.98,0.2214673,0.29701334,False,False
996.882034,250,14.519706,5.923605776397405,0.12010181071575518,1.0832261,0.05,0.99,0.5621701,False,False
-7.618986,250,17.377947,-0.31604350812184395,0.0011308849472905036,-0.024788946,0.98,0.2,0.3970202,False,False
1917.07192,250,20.196258,9.318908368619612,0.18648210875530935,1.1649473,0.05,0.99,0.39333823,False,False
1004.517253,250,22.964242,3.6789997555448397,0.07880701002087948,1.1164142,0.05,0.99,0.34957466,False,False
56.881316,250,26.047124,-0.19100611840333193,0.001916065517933041,-0.048955783,0.98,0.2,0.6970372,False,False
-47.665745,250,29.018334,-0.10886245783403523,0.001048926192077993,-0.007748738,0.98,0.2,0.49701408,False,False
101.307279,250,32.215977,-1.1060619158244724,2.8973803328286062e-05,-0.0026099682,0.98,0.2,0.7970006,False,False
1709.122952,250,117.495965,4.669655597698887,0.09410715364107887,1.0596349,0.0907961,0.99,0.3970529,False,False
2224.936962,250,121.118246,12.058152011633808,0.25309855001451365,1.1740854,0.11145951,0.99,0.59707123,False,False
105.583466,250,124.659894,-0.3282924638666779,0.002958521344109237,0.014459938,0.98,0.2,0.897016,False,False
1906.419751,250,128.034694,6.762256567568612,0.13556629516916538,1.177363,0.05,0.99,0.21695647,False,False
1728.088671,250,131.58257,13.079519598967313,0.26774715098393914,1.1776792,0.05,0.99,0.48456517,False,False
-54.169234,250,135.153916,-0.4024976933918217,0.0011768786221309125,-0.06257279,0.98,0.2,0.49704045,False,False
995.680438,250,138.985377,5.159640294323645,0.10573573110600872,0.9406652,0.14155218,0.99,0.6772773,False,False
67.938366,250,142.708912,0.014221793280855488,0.002147518576609422,-0.03384383,0.98,0.2,0.19639064,False,False
135.964153,250,226.684083,-0.44856072260477303,3.187138050036481e-05,-0.002679944,0.98,0.2,0.5970327,False,False
1746.724746,250,229.934179,1.2573110548548034,0.03979473683147059,0.9983038,0.13078226,0.99,0.6780893,False,False
1302.685606,250,233.209999,3.939558872976051,0.07946942173318358,1.1077789,0.05,0.99,0.19557676,False,False
1894.264498,250,236.736017,8.94868562764374,0.1794143015221651,1.1803952,0.05,0.99,0.50617677,False,False
47.201042,250,239.824352,-0.6053917158214769,4.936883217390095e-05,-0.009292141,0.98,0.2,0.7971022,False,False
90.019907,250,243.045988,-0.5868290964328396,0.0025839269495742567,-0.038522437,0.98,0.2,0.5970085,False,False
43.129128,250,246.432855,-0.1701236753096378,0.003460870907898215,-0.041871294,0.98,0.2,0.19608495,False,False
326.904389,250,250.20586,-0.31690374545679,0.0018881382885723296,-0.04170157,0.98,0.2,0.4970156,False,False
1586.342946,250,339.11685,-0.3063788575130797,0.0015819227485893241,0.8842451,0.1524632,0.97346014,0.6899456,False,False
2356.381212,250,342.543016,7.386200113215628,0.14788548607345026,1.1200497,0.05,0.99,0.37935752,False,False
975.457357,250,359.898276,2.9090082970810682,0.06400839591612965,1.0508618,0.05,0.99,0.39708787,False,False
2161.260849,250,363.312048,9.17675537310189,0.19579521147333503,1.1694555,0.16131479,0.99,0.80725217,False,False
2506.13057,250,367.050539,13.703726056385163,0.2746305281958605,1.13063,0.1147873,0.99,0.48414147,False,False
1322.978162,250,370.439749,3.915361081464211,0.07858200270507475,1.106757,0.05,0.99,0.41786247,False,False
880.786608,250,373.706426,-0.049815657489401026,0.0009918153330603853,-0.05168073,0.98,0.2,0.35834762,False,False
-74.559325,250,376.948861,-0.5395316904318019,0.0009447044131523667,-0.006936148,0.98,0.2,0.697017,False,False
84.201939,250,459.077212,-0.3115388727923329,0.001766922936906228,-0.034007087,0.98,0.2,0.297086,False,False
2414.048243,250,461.97487,9.269115240543757,0.18569543995752283,1.136251,0.05,0.99,0.22287619,False,False
1612.932542,250,464.876506,7.849931997705221,0.15721577201817125,1.1118901,0.05,0.99,0.24083583,False,False
2374.231499,250,467.760267,2.1056264849514745,0.053138121232213543,1.0606235,0.06872746,0.99,0.897091,False,False
2077.726652,250,470.617907,12.653091147182206,0.2556241550629898,1.164093,0.05,0.99,0.5970783,False,False
1680.269246,250,473.457405,8.652223856646478,0.17546309615798114,1.1140926,0.21228696,0.99,0.7567283,False,False
988.222379,250,476.368611,0.021826565642362544,0.004334069538498038,-0.024710521,0.98,0.49149764,0.5837684,False,False
975.721385,250,479.22613,5.734711383847087,0.11645504239167152,1.1147363,0.05,0.99,0.5686039,False,False
-41.280074,250,554.614635,-0.24903668917202376,0.0007379771266413885,-0.06273149,0.98,0.2,0.6966206,False,False
2365.699739,250,557.504034,6.067341956059047,0.12196055220266,1.1374946,0.05,0.99,0.5774997,False,False
1136.090344,250,560.371059,3.9728962973011677,0.0844416372664832,1.1063445,0.12520337,0.99,0.52049094,False,False
-80.815027,250,563.228569,-0.7483373556439527,0.0007680367857129428,-0.0068451017,0.98,0.2,0.6970038,False,False
1828.951519,250,566.058241,17.392394503926695,0.3523779848320377,1.1784122,0.07329811,0.99,0.7777943,False,False
1388.58711,250,568.980707,5.799748352640515,0.11616523008832103,1.1066523,0.05,0.99,0.32646963,False,False
2029.470742,250,571.860077,12.681846522964136,0.2589892980350474,1.1778474,0.05,0.99,0.08898636,False,False
523.604801,250,574.701401,0.00917066282772283,0.0020459885867188565,-0.059394404,0.98,0.2,0.19707286,False,False
2220.810722,250,577.54707,1.3024372472203591,0.0378360185707347,1.0046786,0.115775615,0.99,0.95,False,False
1829.520852,250,652.148757,5.673071307479441,0.1260838887756884,1.1553341,0.07689683,0.99,0.79380774,False,False
-9.237426,250,655.022179,-0.754013583919027,0.0006348891790585019,-0.009451434,0.98,0.2,0.6965358,False,False
267.686376,250,657.942713,-0.07419399327539697,0.0009677685519052952,-0.04899779,0.98,0.2,0.3970137,False,False
