#{"t_start": 1743315629.8615923, "env_id": "None"}
r,l,t,reward,mastery_gain,engagement,cog_load,motivation,eff_difficulty,miscon_formed,miscon_cleared
40.025153,250,16.853312,-0.5055434203212658,0.004093439339269799,-0.054719374,0.98,0.2,0.49613306,False,False
2116.867101,250,19.771631,13.4608479313143,0.26963276368625544,1.1910703,0.05,0.99,0.08226785,False,False
-41.217286,250,22.630878,-0.3949358138355926,8.631144934265613e-06,-0.070684716,0.98,0.2,0.49702775,False,False
66.064869,250,25.447179,-0.2715488980819234,0.002020968851527673,-0.022647575,0.98,0.2,0.39703187,False,False
3.423038,250,28.216166,-0.8195187559179016,2.5933712618454555e-05,-0.04052235,0.98,0.2,0.69700056,False,False
-21.41505,250,31.298052,-0.3712853147368532,0.0017718485427282219,-0.041830674,0.98,0.2,0.49585953,False,False
877.117906,250,34.272257,3.9309381186601144,0.09092206015693471,1.1209637,0.09386568,0.99,0.72585046,False,False
368.026728,250,37.467902,-0.5061060222423795,3.0265426562777575e-05,-0.018669829,0.98,0.2,0.79705846,False,False
7.708031,250,122.74789,-0.49685923369214513,0.0029254382362821625,-0.05488123,0.98,0.2,0.19700229,False,False
2090.827785,250,126.369166,12.700359040404779,0.25642622626712763,1.1196114,0.05,0.99,0.5910799,False,False
1668.045022,250,129.916823,6.642828520566839,0.13301654114143288,1.1182718,0.068404615,0.99,0.42814288,False,False
-107.186629,250,133.287619,-0.11903215572511397,0.0008463851767231541,0.009154156,0.98,0.2,0.4970483,False,False
-78.051147,250,136.831503,-0.7378393284632383,0.0009787698055235185,-0.04057361,0.98,0.2,0.6970222,False,False
-99.554141,250,140.40085,-0.040949666815107436,0.0011780700318097,0.008426294,0.98,0.2,0.29700497,False,False
209.125143,250,144.235297,-0.4104107453364986,0.0020781354436499723,0.0032455474,0.98,0.2,0.59598386,False,False
2460.903563,250,147.957835,12.201815907254849,0.24417895501561532,1.194646,0.05,0.99,0.41371852,False,False
1723.032193,250,231.937007,13.168466534598172,0.2690263334721029,1.1662318,0.053179763,0.99,0.39702773,False,False
2102.60078,250,235.186104,8.319067728727303,0.16711377052961277,1.1236688,0.13284138,0.99,0.6863706,False,False
865.165564,250,238.462923,3.756771889695927,0.0758368790777406,0.8394861,0.05,0.99,0.36804593,False,False
2119.398811,250,241.986942,10.385329509965606,0.2196537678511347,1.1202897,0.05528878,0.99,0.57739013,False,False
-4.487391,250,245.07528,-0.03329962155908962,0.0013313058071701485,-0.031153932,0.98,0.2,0.29703486,False,False
172.840858,250,248.296912,-0.32258754464437966,0.0014108703178648111,-0.029650599,0.98,0.2,0.19700478,False,False
1755.612117,250,251.683779,-0.04080131913992152,0.0053368265804107215,0.83200413,0.065547585,0.95836544,0.49207744,False,False
116.613858,250,255.459787,-0.36843453654678615,0.004287119993561119,-0.037162617,0.98,0.2,0.6951131,False,False
1631.843983,250,344.365758,0.8571672829807372,0.021838265584350768,0.8935313,0.16906619,0.9741373,0.5970131,False,False
-8.919471,250,347.791939,-0.6703849394880971,0.0009034721267953704,-0.07045208,0.98,0.2,0.5967291,False,False
215.922034,250,365.145204,0.032520398051089,0.002647547157417654,0.017910361,0.98,0.2,0.29701462,False,False
1570.327758,250,368.563973,6.352142986959903,0.127155102678633,1.191788,0.05,0.99,0.2427482,False,False
1569.723542,250,372.298149,7.601516540140772,0.15240239609317707,1.1675013,0.05,0.99,0.2758311,False,False
1799.195647,250,375.691674,6.995043840751511,0.14159735841126167,1.1165395,0.08390792,0.99,0.6971044,False,False
131.320093,250,378.956351,0.0904177494517566,0.0038025328497272755,-0.039843425,0.98,0.2,0.29663548,False,False
2588.374455,250,382.196791,15.243783893212587,0.30535829555868926,1.1934357,0.05,0.99,0.38552076,False,False
89.73873,250,464.328138,-3.4495360906866965,1.0447133485920852e-05,-0.070938095,0.98,0.2,0.5970019,True,False
2002.947143,250,467.227799,12.378528852746577,0.24707496127040568,1.1334031,0.05,0.99,0.49709,False,False
1929.324247,250,470.129434,1.4471061795987166,0.04789001038260754,0.9990443,0.07485357,0.99,0.87927794,False,False
2093.069091,250,473.012192,9.575810754518447,0.1968412667142498,1.1930926,0.05,0.99,0.21481058,False,False
-9.55696,250,475.86884,-0.3560549939788217,1.2245429621469141e-05,-0.06969799,0.98,0.2,0.39705408,False,False
-30.688706,250,478.708329,-0.5768091563293474,7.049106433296251e-06,-0.075547814,0.98,0.2,0.19710283,False,False
906.548987,250,481.620536,6.00482088970364,0.12497218059524315,1.1239152,0.09501225,0.99,0.788301,False,False
1883.05105,250,484.479055,7.927342201024387,0.1596986364308018,1.118739,0.06674427,0.99,0.6136337,False,False
-51.639383,250,559.86656,-0.9061651362567881,9.098893523737174e-06,0.009008929,0.98,0.2,0.39704525,False,False
2708.735533,250,562.755959,9.534230244035335,0.19587014034562683,1.1278487,0.05,0.99,0.36852774,False,False
2543.596289,250,565.62398,3.6903457201592897,0.08017691207920069,1.1907694,0.05,0.99,0.2805707,False,False
-28.932687,250,568.480494,-1.0539677976576447,0.0006575495727698852,-0.072751194,0.98,0.2,0.6970543,False,False
2464.681845,250,571.309167,3.9141796606793227,0.07868985933247054,1.0384243,0.8489938,0.99,0.16321369,False,False
1939.094946,250,574.235626,4.746259502187128,0.1008450547090124,1.1376249,0.05,0.99,0.7206692,False,False
1575.244337,250,577.111001,4.139955007806221,0.08913708909481365,1.1943096,0.05,0.99,0.49328226,False,False
1737.784164,250,579.954329,8.234089321143475,0.1653106073446482,1.1616569,0.07802911,0.99,0.5341194,False,False
1494.412674,250,582.798995,5.919222230220253,0.11705846113504921,1.1350267,0.37244454,0.99,0.34328693,False,False
2056.319776,250,657.39968,4.372299162554875,0.09616053782499104,1.1658341,0.05,0.99,0.05,False,False
818.349268,250,660.275103,-0.019026569299999616,0.0020712857125579566,-0.022659466,0.98,0.2,0.39702398,False,False
1985.142401,250,663.194638,5.721670348785337,0.12581434217854373,1.1849477,0.05,0.99,0.5570916,False,False
1982.087303,250,666.069633,4.580462517418992,0.0939191067292001,1.1314775,0.05,0.99,0.12440942,False,False
-7.501146,250,680.507275,-0.6440025224604929,3.257630483562696e-05,-0.030138418,0.98,0.2,0.49710208,False,False
2570.88805,250,683.384923,28.48739997149078,0.5430281657088931,1.193304,0.051289696,0.99,0.68091184,False,True
2592.591028,250,686.301747,3.4737182640432587,0.08732483236253118,1.1215364,0.15168259,0.99,0.8945452,False,False
2077.569779,250,689.171144,0.6462883847706117,0.018266912573382452,0.85962427,0.05,0.9781434,0.48885098,False,False
-50.567832,250,767.707872,-0.35707746556935843,0.0010844817941311723,-0.07361549,0.98,0.27258298,0.4970083,False,False
39.071466,250,770.980389,-0.03528331477258856,0.0017461522932222973,-0.055038884,0.98,0.20312998,0.39702407,False,False
